139.162.59.232      # webtrafficagents.com
139.162.61.148      # choreodancefilm.org
139.162.81.103      # adsinstant.com
139.162.197.216     # insurancesolution.com.ng
139.162.199.54      # reporting-stvde.adsafety.net
139.162.200.189     # admin.classified.pointsource.ng
139.177.182.128     # log.leadboxer.com
139.196.11.79       # ssp.kdnet.net
139.199.37.223      # lixiangmo.com
140.82.112.22       # collector.githubapp.com
140.82.114.21       # collector.github.com
140.143.180.112     # ads.cn.miaozhen.com
140.174.2.87        # affiliate.dtiserv.com
140.207.177.207     # csaimall.com
141.8.197.42        # f0517275.xsph.ru
141.94.102.171      # heatmap.it
141.94.240.141      # green.erne.co
141.94.240.143      # green.erne.co
141.94.242.204      # green.erne.co
141.94.242.206      # green.erne.co
141.95.126.90       # abdesta.net
141.95.171.139      # green.erne.co
141.95.171.140      # green.erne.co
141.95.171.141      # green.erne.co
141.95.171.142      # green.erne.co
141.101.120.10      # t.dtscout.com
141.101.120.11      # t.dtscout.com
141.136.33.246      # hostel-z.com
141.193.213.10      # orbitcarrot.com
141.193.213.11      # tcadserver.rain-digital.ca
141.193.213.20      # targetspot.com
141.193.213.21      # targetspot.com
141.226.224.48      # trc-events.taboola.com
142.0.93.18         # listrakbi.com
142.0.165.134       # business.samsungusa.com
142.0.165.137       # p03h.hs.eloqua.com
142.0.197.108       # fingahvf.top
142.0.204.220       # fingahvf.top
142.0.206.108       # api.airpush.com
142.0.206.124       # api.airpush.com
142.0.206.172       # syringekineses.website
142.0.206.180       # syringekineses.website
142.4.5.54          # onlinefoodone.com
142.4.7.19          # mccoymomo.com
142.4.9.196         # myhobbyjapan.com
142.4.219.195       # camapuamais.com.br
142.4.219.200       # afgr5.com
142.11.203.238      # occaelectric.com.mx
142.44.223.107      # clickzs.com
142.91.114.138      # importcat.com
142.91.159.54       # 1ccbt.com
142.91.159.69       # moothbagel.com
142.91.159.70       # chimlaresider.com
142.91.159.76       # bureauxcope.casa
142.91.159.78       # moothbagel.com
142.91.159.106      # baffsvenging.life
142.91.159.108      # wittilyfrogleg.com
142.91.159.109      # dosawhatkin.com
142.91.159.111      # scowpoppanasals.com
142.91.159.112      # gibeleftyeuro.com
142.91.159.113      # fathuntsgall.com
142.91.159.118      # obfirmtangled.com
142.91.159.125      # sulcateeclogue.com
142.91.159.126      # colanbalkily.com
142.91.159.127      # acerbictierer.com
142.91.159.129      # antiliajizzen.com
142.91.159.131      # castpallium.com
142.91.159.132      # attarbesets.com
142.91.159.133      # dummieseardrum.com
142.91.159.134      # antonymhedera.com
142.91.159.136      # birlerskababs.com
142.91.159.138      # closkyyodels.com
142.91.159.139      # swottedfra.com
142.91.159.140      # dummieseardrum.com
142.91.159.141      # antonymhedera.com
142.91.159.145      # duringsiam.com
142.91.159.146      # closkyyodels.com
142.91.159.147      # earplugmolka.com
142.91.159.148      # besullyatte.com
142.91.159.150      # closkyyodels.com
142.91.159.153      # duringsiam.com
142.91.159.155      # coetusnappers.com
142.91.159.157      # huntingarroyo.website
142.91.159.163      # baffsvenging.life
142.91.159.164      # padpullpact.com
142.91.159.168      # baffsvenging.life
142.91.159.169      # busingcoryzal.com
142.91.159.170      # chimlaresider.com
142.91.159.171      # beetydentoid.com
142.91.159.172      # amuchcooctanes.com
142.91.159.173      # hbfulzie.life
142.91.159.174      # chimlaresider.com
142.91.159.175      # 1ccbt.com
142.91.159.176      # ageismvipery.com
142.91.159.177      # baffsvenging.life
142.91.159.180      # leigunfax.com
142.91.159.181      # forsookjaeger.com
142.91.159.182      # aquabibchawed.website
142.91.159.184      # burringspor.com
142.91.159.187      # burringspor.com
142.91.159.190      # cerrerodies.com
142.91.159.191      # rennscanmag.com
142.91.159.194      # burringspor.com
142.91.159.195      # clutchlilts.com
142.91.159.196      # cerrerodies.com
142.91.159.197      # doucheraisiny.com
142.91.159.198      # burringspor.com
142.91.159.199      # edition25.com
142.91.159.200      # ageismvipery.com
142.91.159.201      # baldwhizhens.com
142.91.159.202      # eageroxhuvud.guru
142.91.159.203      # ageismvipery.com
142.91.159.204      # rascalsgiantry.com
142.91.159.205      # clartyalcoate.website
142.91.159.206      # padpullpact.com
142.91.159.207      # baldwhizhens.com
142.91.159.213      # preeditpastes.website
142.91.159.219      # bureauxcope.casa
142.91.159.220      # postback.info
142.91.159.223      # axelsermit.com
142.91.159.224      # moothbagel.com
142.91.159.227      # axelsermit.com
142.91.159.229      # preeditpastes.website
142.91.159.233      # quiaresp.com
142.91.254.20       # pketred.com
142.93.9.247        # wserver.vidazoo.com
142.93.53.73        # v7.cdn.onthe.io
142.93.55.183       # adoperatorx.com
142.93.61.36        # v7.cdn.onthe.io
142.93.61.37        # v7.cdn.onthe.io
142.93.61.39        # v7.cdn.onthe.io
142.93.61.40        # v7.cdn.onthe.io
142.93.99.119       # reklamaction.com
142.93.125.19       # prebid.cootlogix.com
142.93.186.148      # unative.com
142.111.206.15      # 017gj.com
142.132.143.49      # turbo-serve.com
142.132.144.12      # huckinsandco.com
142.132.198.43      # hitmovies.ir
142.132.202.70      # her-ber.top
142.132.223.45      # tvboxsat.com
142.250.31.132      # 0lovespells0.blogspot.com
142.250.81.206      # fcmatch.google.com
142.251.16.100      # apps.admob.com
142.251.16.101      # apps.admob.com
142.251.16.102      # apps.admob.com
142.251.16.113      # apps.admob.com
142.251.16.121      # autodeal.agilecrm.com
142.251.16.138      # apps.admob.com
142.251.16.139      # apps.admob.com
142.251.16.148      # ad-apac.doubleclick.net
142.251.16.149      # ad-apac.doubleclick.net
142.251.16.156      # bid.g.doubleclick.net
142.251.16.157      # bid.g.doubleclick.net
142.251.111.100     # fcmatch.youtube.com
142.251.111.101     # fcmatch.youtube.com
142.251.111.102     # fcmatch.youtube.com
142.251.111.113     # fcmatch.youtube.com
142.251.111.138     # fcmatch.youtube.com
142.251.111.139     # fcmatch.youtube.com
142.251.111.153     # ads-dot-fbc-web-2018.uc.r.appspot.com
142.251.111.154     # bid.g.doubleclick.net
142.251.163.100     # admob.com
142.251.163.101     # adscale.pixel.invitemedia.com
142.251.163.102     # admob.com
142.251.163.113     # admob.com
142.251.163.132     # pagead-googlehosted.l.google.com
142.251.163.137     # 13453765871837679316.googlegroups.com
142.251.163.138     # admob.com
142.251.163.139     # admob.com
142.251.163.148     # ad.cn.doubleclick.net
142.251.163.149     # ad.cn.doubleclick.net
142.251.163.153     # qubitanalytics.appspot.com
142.251.163.154     # 18.afs.googleadservices.com
142.251.163.155     # 18.afs.googleadservices.com
142.252.0.133       # 51dmn.top
142.252.244.210     # yyy6999.com
143.0.120.126       # plazaboulevard.com.br
143.92.32.67        # 1198194.com
143.92.32.192       # ceshi2.ink
143.92.32.193       # ceshi2.ink
143.92.32.194       # ceshi2.ink
143.95.32.187       # bluestarsolutions.in
143.95.79.217       # codataonline.com
143.95.144.31       # indiaallproperty.com
143.95.144.50       # zigmatravels.lk
143.95.239.80       # deltaepsilonpsi.org
143.95.249.173      # mpspc.edu.ph
143.95.249.224      # alomqyfisheries.com
143.95.250.133      # abortusne.org.mk
144.21.54.37        # nspmotion.com
144.48.223.160      # 029mxhs.cn
144.76.1.30         # ci.showheroes.com
144.76.15.215       # download.fyxm.net
144.76.18.104       # amazingdeeconcepts.com
144.76.32.84        # t.keywee.co
144.76.37.164       # ad.iplayer.org
144.76.68.130       # ads.adtarget.me
144.76.77.93        # proxy-eu-ping.mppmnetwork.com
144.76.77.94        # proxy-eu-ping.mppmnetwork.com
144.76.111.91       # clublaboyanos.com
144.76.167.2        # subs.vingd.com
144.76.190.39       # iiabti.com
144.91.69.83        # steamlabsafrica.com
144.126.136.165     # institutogth.edu.ec
144.168.44.250      # etoys.pk
144.198.28.24       # laurel.macrovision.com
144.202.15.66       # 0.code.cotsta.ru
144.208.68.106      # karlot.edu.pk
144.208.71.134      # consulting-hub.co
144.208.71.168      # eventosegb.com
144.208.73.139      # govisitflamingobeach.com
144.208.76.143      # fitnessmasterngr.com
144.217.74.222      # adgrx.com
144.217.96.200      # netser.com.ve
144.217.180.208     # usuarios-online.com
145.40.88.5         # sdk.a-mo.net
145.40.89.32        # sp1cluster.cxense.com
145.239.10.205      # getonlinedoc.com
145.239.137.125     # beam.remp.nv.ua
145.243.233.82      # rem-track.bild.de
146.20.128.146      # rtb.lkqd.net
146.20.128.147      # rtb.lkqd.net
146.20.128.148      # rtb.lkqd.net
146.20.128.150      # rtb.lkqd.net
146.20.128.151      # rtb.lkqd.net
146.20.128.152      # rtb.lkqd.net
146.20.128.153      # rtb.lkqd.net
146.20.128.154      # rtb.lkqd.net
146.20.128.155      # rtb.lkqd.net
146.20.128.156      # rtb.lkqd.net
146.20.128.157      # rtb.lkqd.net
146.20.128.158      # rtb.lkqd.net
146.20.128.159      # rtb.lkqd.net
146.20.128.160      # rtb.lkqd.net
146.20.128.161      # rtb.lkqd.net
146.20.132.52       # cs.lkqd.net
146.20.132.54       # cs.lkqd.net
146.20.132.55       # cs.lkqd.net
146.20.132.57       # cs.lkqd.net
146.20.132.58       # cs.lkqd.net
146.20.132.59       # cs.lkqd.net
146.20.132.60       # cs.lkqd.net
146.20.132.61       # cs.lkqd.net
146.20.132.62       # cs.lkqd.net
146.20.132.63       # cs.lkqd.net
146.20.132.64       # cs.lkqd.net
146.20.132.65       # cs.lkqd.net
146.20.132.101      # rfp.lkqd.net
146.20.132.105      # rfp.lkqd.net
146.20.132.107      # rfp.lkqd.net
146.20.132.108      # rfp.lkqd.net
146.20.132.110      # rfp.lkqd.net
146.20.132.111      # rfp.lkqd.net
146.20.132.113      # rfp.lkqd.net
146.59.152.98       # 10ksjdbfjksdf00.monster
146.71.124.178      # egiftwall.com
146.75.30.132       # odb.outbrain.com
146.148.115.95      # healthaffiliatesnetwork.com
146.148.129.246     # toujing7.top
146.185.55.70       # stats.persgroep.nl
146.185.195.88      # target.smi2.ru
146.185.195.90      # target.smi2.ru
146.185.195.92      # target.smi2.ru
146.185.195.94      # stat.media
146.190.28.107      # free3dgame.xyz
147.50.231.18       # kodithailand.xyz
147.92.184.146      # bc2.fivecdm.com
147.124.219.17      # pumpervac.com.ve
147.135.11.103      # vastb.adwmg.com
147.135.143.112     # mediaintelligence.de
147.255.160.72      # linkjingkeji.com
147.255.160.84      # hnjcdjx.com
148.64.56.68        # telegraph.grapeshot.co.uk
148.64.56.69        # telegraph.grapeshot.co.uk
148.64.56.70        # telegraph.grapeshot.co.uk
148.64.56.71        # telegraph.grapeshot.co.uk
148.66.137.33       # cdasspaints.com
148.69.64.74        # bus.clevernt.com
148.69.64.76        # hstpnetwork.com
148.72.153.73       # 0.oldgyhogola.com
148.72.158.184      # habercinizim.com
148.163.100.161     # iqsademo.com
148.163.122.62      # a1tradeusa.com
148.163.122.71      # meemelectronics.com
148.163.124.7       # callingdesk.com.pk
148.163.126.69      # commune-foussana.gov.tn
148.251.1.246       # click.a-ads.com
148.251.9.122       # xxxwebtraffic.com
148.251.10.74       # apx.rdkt.avazutracking.net
148.251.21.79       # fgceajcbjihgiacceade.ru
148.251.53.182      # kot.gr
148.251.66.48       # woodlandwatch.ir
148.251.67.197      # agencija-sensa.com
148.251.123.147     # gocountrys.com
148.251.188.83      # addweb.ru
149.5.244.116       # report.appmetrica.webvisor.com
149.28.42.48        # bouncepilot.com
149.28.159.94       # static-org.blueseed.tv
149.29.88.69        # smartfarming.cn
149.29.90.6         # hbys66.com
149.30.190.46       # 0b2qv7.cn
149.30.192.23       # zenwq.com
149.30.222.156      # 027whht.com
149.56.8.194        # jpmincendio.com
149.56.16.187       # yotta.scrolller.com
149.56.21.31        # jorgeaguiar.com.br
149.56.25.128       # one.liteshare.co
149.56.93.240       # asiltda.com
149.56.179.185      # revenueflex.com
149.56.185.74       # byjsasociados.com
149.56.240.27       # s4.histats.com
149.56.240.31       # s4.histats.com
149.56.240.127      # s4.histats.com
149.56.240.128      # s4.histats.com
149.56.240.129      # s4.histats.com
149.56.240.130      # s4.histats.com
149.56.240.131      # s4.histats.com
149.56.240.132      # s4.histats.com
149.102.140.130     # romotech.ug
149.104.152.28      # uclmad.com
149.104.152.44      # uclmad.com
149.104.152.48      # uclmad.com
149.127.229.45      # cqshaseng.com
149.202.92.229      # chameleon.ad
149.202.173.105     # adyoulike.com
149.255.59.18       # fastsupportingservice.co.uk
149.255.59.22       # propeltalent.co.ke
150.95.217.30       # ad-tag.biz
151.80.27.93        # lb.aatkit.com
151.101.0.65        # tag.marinsm.com
151.101.0.239       # pixel.condenastdigital.com
151.101.1.29        # media.datahc.com
151.101.1.34        # optimize-stats.voxmedia.com
151.101.1.44        # 15.taboola.com
151.101.1.108       # cdn.adnxs.com
151.101.1.130       # sdk.iad-03.appboy.com
151.101.1.132       # geoip-lookup.vice.com
151.101.1.181       # scripts.mediavine.com
151.101.1.195       # feedad.com
151.101.1.208       # andromeda.iad-01.braze.com
151.101.1.253       # t.wayfair.com
151.101.2.49        # rtd.tubemogul.com
151.101.2.62        # ad.usatoday.com
151.101.2.132       # triggers.wfxtriggers.com
151.101.2.133       # getambassador.com
151.101.2.159       # crosspixel.net
151.101.2.217       # analytics.ikyu.com
151.101.64.65       # tag.marinsm.com
151.101.64.239      # pixel.condenastdigital.com
151.101.65.29       # media.datahc.com
151.101.65.34       # optimize-stats.voxmedia.com
151.101.65.44       # 15.taboola.com
151.101.65.108      # cdn.adnxs.com
151.101.65.130      # sdk.iad-03.appboy.com
151.101.65.132      # geoip-lookup.vice.com
151.101.65.181      # scripts.mediavine.com
151.101.65.195      # feedad.com
151.101.65.208      # andromeda.iad-01.braze.com
151.101.65.253      # t.wayfair.com
151.101.66.49       # rtd.tubemogul.com
151.101.66.62       # ad.usatoday.com
151.101.66.132      # triggers.wfxtriggers.com
151.101.66.133      # getambassador.com
151.101.66.159      # sterlingwoods.com
151.101.66.217      # analytics.ikyu.com
151.101.128.65      # tag.marinsm.com
151.101.128.239     # pixel.condenastdigital.com
151.101.129.29      # media.datahc.com
151.101.129.34      # optimize-stats.voxmedia.com
151.101.129.44      # 15.taboola.com
151.101.129.108     # cdn.adnxs.com
151.101.129.130     # sdk.iad-03.appboy.com
151.101.129.132     # geoip-lookup.vice.com
151.101.129.181     # scripts.mediavine.com
151.101.129.208     # andromeda.iad-01.braze.com
151.101.129.253     # t.wayfair.com
151.101.130.49      # rtd.tubemogul.com
151.101.130.62      # ad.usatoday.com
151.101.130.132     # triggers.wfxtriggers.com
151.101.130.133     # getambassador.com
151.101.130.217     # analytics.ikyu.com
151.101.192.65      # tag.marinsm.com
151.101.192.239     # pixel.condenastdigital.com
151.101.193.29      # media.datahc.com
151.101.193.34      # optimize-stats.voxmedia.com
151.101.193.44      # 15.taboola.com
151.101.193.108     # cdn.adnxs.com
151.101.193.130     # sdk.iad-03.appboy.com
151.101.193.132     # geoip-lookup.vice.com
151.101.193.181     # scripts.mediavine.com
151.101.193.208     # andromeda.iad-01.braze.com
151.101.193.253     # t.wayfair.com
151.101.194.49      # rtd.tubemogul.com
151.101.194.62      # ad.usatoday.com
151.101.194.132     # triggers.wfxtriggers.com
151.101.194.133     # getambassador.com
151.101.194.217     # analytics.ikyu.com
151.106.38.112      # innoversystems.com
151.106.97.45       # creativetalenthunt.com
151.106.103.184     # felipelourenco.com.br
151.115.10.1        # 0dbfe412-5103-47d0-9e90-a9c122061cd5.s3.pl-waw.scw.cloud
151.139.128.10      # ad.vrvm.com
151.139.128.11      # zcoptry.com
151.139.237.34      # tagsadvancenative-glb8iionio2cozc.netdna-ssl.com
151.139.240.14      # sdk.iappgame.com
151.236.127.209     # cache.betweendigital.com
152.32.135.249      # mrrw.xyz
152.32.163.197      # branch.fun
152.32.191.156      # bvnvx.xyz
152.32.214.102      # bvnvx.xyz
152.32.217.131      # api.adfly.vn
152.32.218.169      # api.adfly.vn
152.32.218.245      # api.adfly.vn
152.89.61.96        # prax1.co
152.160.203.102     # 100mesa.com
152.160.227.30      # mncarteam.com
152.195.32.39       # ibv.lijit.com
152.195.32.52       # ads.alt.com
152.199.1.124       # adimage.sphdigital.com
152.199.2.76        # cdn.bizible.com
152.199.4.139       # widget.beop.io
152.199.5.24        # hb-as.adtech.advertising.com
152.199.24.48       # opus.analytics.yahoo.com
153.92.0.100        # mirrors.site50.net
153.92.7.81         # unifieddiamond.com
153.92.10.236       # dealertoyotabekasi.co.id
